ERNnvp,Pathogen,Group,HighTaxon,LowTaxon,Host,Order,Family,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,DateEntered,FlagForDeletion,DateModified,ProvinceA,Test,PathogenValue,BiogeographicRegion
38,Pleistophora centroptili,Protozoa,Microspora,Microsporea (Microsporida),Centroptilum luteolum,Ephemeroptera,Baetidae,,Fat body,,Czechoslovakia,,,,,,7164,,
39,Pleistophora centroptili,Protozoa,Microspora,Microsporea (Microsporida),Cloeon dipterum,Ephemeroptera,Baetidae,,Fat body,,Czechoslovakia,,,,,,7164,,
40,Systenostrema corethrae,Protozoa,Microspora,Microsporea (Microsporida),Chaoborus crystallinus ,Diptera,Chaoboridae,,Under the gut; epidermis; hemocytes,,"Germany, Belgium, Canada, USA, Czechoslovakia",,,,,,7164,,
41,Pleistophora spraguei,Protozoa,Microspora,Microsporea (Microsporida),Chironomus sp.,Diptera,Chironomidae,,Fat body,,Germany,,,,,,7164,,
42,Pleistophora spraguei,Protozoa,Microspora,Microsporea (Microsporida),Camptochironomus tentans,Diptera,Chironomidae,,Fat body,,"Germany, Czechoslovakia",,,,,,7164,,
43,Pleistophora collessi,Protozoa,Microspora,Microsporea (Microsporida),Culex tritaeniorhynchus,Diptera,Culicidae,Adult,Egg follicle; Ovaries,Field,"Malaysia, Singapore",,,,,,7164,,Oriental
44,Pleistophora collessi,Protozoa,Microspora,Microsporea (Microsporida),Culex gelidus,Diptera,Culicidae,LarvaAdult,"Egg follicle, Ovaries; Gut",Field,"Malaysia, Singapore",,,,,,7164,,Oriental
45,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Anopheles gambiae,Diptera,Culicidae,,Midgut; Malpighian tubules; Gut; fat body; connective tissue,Lab,"Czechoslovakia, UK, Italy",,,,,,7164,,
46,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Anopheles stephensi,Diptera,Culicidae,,Gut; fat body; Connective tissue; Salivary glands; Ovaries; Malpighian tubules; Midgut; Muscle; Nerve ganglia,Lab,"Czechoslovakia, UK,  Italy, USA",,,,,,7164,,
47,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Anopheles albimanus,Diptera,Culicidae,,Gut; fat body; connective tissue; Malpighian tubules,Lab,"Czechoslovakia, UK,  Italy, USA",,,,,,7164,,
48,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Culiseta longiareolata,Diptera,Culicidae,LarvaPupaAdult,Gut; fat body; connective tissue; nerves; muscle; gut wall; nerve ganglia,Field,"Czechoslovakia, UK,  Italy",,,,,,7164,,Palearctic
49,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Aedes aegypti,Diptera,Culicidae,,Gut; fat body; connective tissue,Lab,"Czechoslovakia, UK, Italy",,,,,,7164,,
50,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Aedes triseriatus,Diptera,Culicidae,Larva,Gut; fat body; connective tissue,Field,"Czechoslovakia, UK, Italy, USA",,,,,,7164,,NearcticPalearctic
51,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Anopheles dureni,Diptera,Culicidae,LarvaAdult,Gut; fat body; connective tissue,Field,"Czechoslovakia, UK,  Italy,  Congo",,,,,,7164,,AfrotropicalPalearctic
52,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Anopheles pseudopunctipennis franciscanus,Diptera,Culicidae,,Gut; fat body; connective tissue,Lab,"Czechoslovakia, UK, Italy",,,,,,7164,,
53,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Culex salinarius,Diptera,Culicidae,Larva,Gut; fat body; connective tissue,Field,"Czechoslovakia, UK,  Italy,  USA",,,,,,7164,,NearcticPalearctic
54,Pleistophora culicis,Protozoa,Microspora,Microsporea (Microsporida),Culex territans,Diptera,Culicidae,Larva,Gut; fat body; connective tissue,Field,"Czechoslovakia, UK, Italy, USA",,,,,,7164,,NearcticPalearctic
55,Pleistophora dixipi,Protozoa,Microspora,Microsporea (Microsporida),Bacillus rossius,Phasmatodea,Bacillidae,,Ovaries,,France,,,,,,7164,,
56,Pleistophora enterobia,Protozoa,Microspora,Microsporea (Microsporida),Bibio varipes,Diptera,Bibionidae,,Intestinal caeca,,France,,,,,,7164,,
57,Pleistophora geotrupina,Protozoa,Microspora,Microsporea (Microsporida),Geotrupes stercorarius,Coleoptera,Scarabaeidae,,Fat body; intestine; malpighian tubules,,Poland,,,,,,7164,,
58,Pleistophora geotrupina,Protozoa,Microspora,Microsporea (Microsporida),Geotrupes vernalis,Coleoptera,Scarabaeidae,,Fat body; intestine; malpighian tubules,,Poland,,,,,,7164,,
59,Pleistophora jiroveci,Protozoa,Microspora,Microsporea (Microsporida),Prochironomus anomalus,Diptera,Chironomidae,,Fat body,,Czechoslovakia,,,,,,7164,,
60,Pleistophora kudoi,Protozoa,Microspora,Microsporea (Microsporida),Blatta orientalis,Blattodea,Blattidae,,"Midgut, caeca (epithelial cells)",,USA,,,,,,7164,,
61,Pleistophora leasei,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,Fat body,,UK,,,,,,7164,,
62,Pleistophora lutzi,Protozoa,Microspora,Microsporea (Microsporida),Simulium venustum,Diptera,Simuliidae,,Body cavity,,Brazil,,,,,,7164,,
63,Pleistophora lutzi,Protozoa,Microspora,Microsporea (Microsporida),Simulium ochraceum,Diptera,Simuliidae,,Body cavity,,Brazil,,,,,,7164,,
64,Pleistophora milesi,Protozoa,Microspora,Microsporea (Microsporida),Maorigoeldia argyropa,Diptera,Culicidae,Larva,Fat body; Head capsule; anal gills,Field,New Zealand,,,,,,7164,,Australian
65,Pleistophora mochlonicis,Protozoa,Microspora,Microsporea (Microsporida),Mochlonyx velutinus,Diptera,Chaoboridae,,"Epidermis, adipose tissue (of all segments)",,Germany,,,,,,7164,,
66,Pleistophora multispora,Protozoa,Microspora,Microsporea (Microsporida),Simulium vittatum,Diptera,Simuliidae,,Fat body,,USA,,,,,,7164,,
67,Pleistophora neustriae,Protozoa,Microspora,Microsporea (Microsporida),Malacosoma disstria,Lepidoptera,Lasiocampidae,,fat body; Malpighian tubules,,Germany,,,,,,7164,,
68,Pleistophora operophterae,Protozoa,Microspora,Microsporea (Microsporida),Operophtera brumata,Lepidoptera,Geometridae,EggLarvaAdult,Salivary glands; gut; fat body; muscle; malpighian tubules,Field,UK,,,,,,7164,,Palearctic
69,Pleistophora ovalis,Protozoa,Microspora,Microsporea (Microsporida),Mochlonyx velutinus,Diptera,Chaoboridae,,Epidermis; fat body; tracheae; gut; Malpighian tubules; male gonads,,Germany,,,,,,7164,,
70,Pleistophora plectopterae,Protozoa,Microspora,Microsporea (Microsporida),Chloroperla sp.,Plecoptera,Chloroperlidae,,,,Czechoslovakia,,,,,,7164,,
71,Pleistophora reciprocaria,Protozoa,Microspora,Microsporea (Microsporida),Ascotis selenaria reciprocaria,Lepidoptera,Geometridae,,Fat body; tracheae; malpighian tubules,,South Africa,,,,,,7164,,
100,Pleistophora simulii,Protozoa,Microspora,Microsporea (Microsporida),Simulium venustum,Diptera,Simuliidae,,Fat body,,,,,,,,7164,,
101,Pleistophora simulii,Protozoa,Microspora,Microsporea (Microsporida),Simulium ochraceum,Diptera,Simuliidae,,Fat body,,,,,,,,7164,,
102,Pleistophora simulii,Protozoa,Microspora,Microsporea (Microsporida),Simulium aureum,Diptera,Simuliidae,,Fat body,,,,,,,,7164,,
103,Pleistophora simulii,Protozoa,Microspora,Microsporea (Microsporida),Simulium bezzii,Diptera,Simuliidae,,Fat body,,,,,,,,7164,,
104,Pleistophora thienemanni,Protozoa,Microspora,Microsporea (Microsporida),Chironomus sp.,Diptera,Chironomidae,,Gut,,Belgium,,,,,,7164,,
105,Pleistophora tillingbournei,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,Fat body,,UK,,,,,,7164,,
106,Pleistophora vayssierei,Protozoa,Microspora,Microsporea (Microsporida),Baetis rhodani,Ephemeroptera,Baetidae,,Fat body,,France,,,,,,7164,,
107,Pleistophora waltairensis,Protozoa,Microspora,Microsporea (Microsporida),Euborellia plebeja,Dermaptera,Labiduridae,,Malpighian tubules,,India,,,,,,7164,,
108,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Culicoides sp.,Diptera,Ceratopogonidae,,,,USA,,,,,,7164,,
109,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Orthopodomyia signifera,Diptera,Culicidae,Larva,fat body,Field,USA,,,,,,7164,,Nearctic
110,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes vexans,Diptera,Culicidae,Larva,Gastric caeca,Field,USA,,,,,,7164,,Nearctic
111,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes canadensis,Diptera,Culicidae,Larva,Gastric caeca,Field,USA,,,,,,7164,,Nearctic
112,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Toxorhynchites rutilus septentrionalis,Diptera,Culicidae,Larva,fat body,Field,USA,,,,,,7164,,Nearctic
113,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Corethrella brakeleyi,Diptera,Corethrellidae,,,,USA,,,,,,7164,,
114,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Reticulitermes lucifugus  ,Isoptera,Rhinotermitidae,,Malpighian tubules,,Yugoslavia,,,,,,7164,,
115,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Thaumetopoea processionea,Lepidoptera,Notodontidae,,,,USSR,,,,,,7164,,
116,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Amyelois transitella,Lepidoptera,Pyralidae,,Fat body; silk glands; midgut,,USA,,,,,,7164,,
117,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes sierrensis,Diptera,Culicidae,Larva,Midgut;  Malpighian tubules (rarely) and Gastric Caeca (rarely),Field,USA,,,,,,7164,,Nearctic
119,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aletia oxygala luteopallens,Lepidoptera,Noctuidae,,Midgut,,,,,,,,7164,,
120,Mitoplistophora angularis,Protozoa,Microspora,Microsporea (Microsporida),Ephemera danica,Ephemeroptera,Ephemeridae,,Adipose tissue (of nymph),,Transylvania,,,,,,7164,,
122,Duboscqia legeri,Protozoa,Microspora,Microsporea (Microsporida),Reticulitermes flavipes,Isoptera,Rhinotermitidae,,Adipose tissue (attached to midgut),,USA,,,,,,7164,,
123,Duboscqia chironomi ,Protozoa,Microspora,Microsporea (Microsporida),Chironomus plumosus,Diptera,Chironomidae,,Fat body,,USSR,,,,,,7164,,
124,Duboscqia coptotermi,Protozoa,Microspora,Microsporea (Microsporida),Coptotermes heimi,Isoptera,Rhinotermitidae,,Midgut,,India,,,,,,7164,,
125,Trichoduboscqia epeori,Protozoa,Microspora,Microsporea (Microsporida),Epeorus torrentium,Ephemeroptera,Heptageniidae,,Adipose tissue (of larva).,,France,,,,,,7164,,
126,Trichoduboscqia epeori    ,Protozoa,Microspora,Microsporea (Microsporida),Rhithrogena semicolorata,Ephemeroptera,Heptageniidae,,fat body,,France,,,,,,7164,,
127,Thelohania argyresthiae,Protozoa,Microspora,Microsporea (Microsporida),Argyresthia conjugella,Lepidoptera,Argyresthiidae,,fat body,,USSR,,,,,,7164,,
128,Thelohania asterias,Protozoa,Microspora,Microsporea (Microsporida),Endochironomus nynchoides,Diptera,Chironomidae,,fat body,,Czechoslovakia,,,,,,7164,,
129,Thelohania avacuolata,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,fat body,,UK,,,,,,7164,,
130,Thelohania baetica,Protozoa,Microspora,Microsporea (Microsporida),Baetis pygmata,Ephemeroptera,Baetidae,,fat body,,USA,,,,,,7164,,
131,Thelohania bertrami,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,fat body,,UK,,,,,,7164,,
132,Thelohania breindli,Protozoa,Microspora,Microsporea (Microsporida),Chironomus riparius,Diptera,Chironomidae,,fat body,,Czechoslovakia,,,,,,7164,,
133,Thelohania canningae,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,fat body,,UK,,,,,,7164,,
134,Thelohania cepedei,Protozoa,Microspora,Microsporea (Microsporida),Omophlus rugisicollis,Coleoptera,Tenebrionidae,,Malpighian tubules,,France,,,,,,7164,,
135,Thelohania columbaczense,Protozoa,Microspora,Microsporea (Microsporida),Simulium reptans columbaczense,Diptera,Simuliidae,,fat body; Lymphocytes,,Yugoslavia,,,,,,7164,,
136,Systenostrema corethrae,Protozoa,Microspora,Microsporea (Microsporida),Chaoborus plumicornis,Diptera,Chaoboridae,Larva,Oenocytes,Field,"Germany, Belgium",,,,,,7164,,Palearctic
137,Systenostrema corethrae,Protozoa,Microspora,Microsporea (Microsporida),Chaoborus flavicans,Diptera,Chaoboridae,,,,Canada,,,,,,7164,,
138,Systenostrema corethrae,Protozoa,Microspora,Microsporea (Microsporida),Chaoborus astictopus,Diptera,Chaoboridae,,,,USA,,,,,,7164,,
139,Thelohania dasychirae,Protozoa,Microspora,Microsporea (Microsporida),Calliteara pudibunda,Lepidoptera,Lymantriidae,,fat body,,USSR,,,,,,7164,,
140,Amblyospora debaisieuxi,Protozoa,Microspora,Microsporea (Microsporida),Trichocladius sp.,Diptera,Chironomidae,,fat body,,Czechoslovakia,,,,,,7164,,
141,Amblyospora debaisieuxi,Protozoa,Microspora,Microsporea (Microsporida),Diamesa thienamanni,Diptera,Chironomidae,,,,Czechoslovakia,,,,,,7164,,
142,Thelohania disparis,Protozoa,Microspora,Microsporea (Microsporida),Lymantria dispar,Lepidoptera,Lymantriidae,Larva,fat body,Field,Ukraine,,,,,,7164,,Palearctic
143,Thelohania fibrata,Protozoa,Microspora,Microsporea (Microsporida),Simulium aureum,Diptera,Simuliidae,,fat body,,USA,,,,,,7164,,
144,Thelohania fibrata,Protozoa,Microspora,Microsporea (Microsporida),Simulium hirtipes,Diptera,Simuliidae,,fat body,,USA,,,,,,7164,,
145,Thelohania fibrata,Protozoa,Microspora,Microsporea (Microsporida),Simulium maculatum,Diptera,Simuliidae,,,,Belgium,,,,,,7164,,
146,Thelohania fibrata,Protozoa,Microspora,Microsporea (Microsporida),Simulium venustum,Diptera,Simuliidae,,,,,,,,,,7164,,
147,Thelohania fibrata,Protozoa,Microspora,Microsporea (Microsporida),Simulium ochraceum,Diptera,Simuliidae,Larva,,Field,Guatemala,,,,,,7164,,Neotropical
148,Thelohania grassii,Protozoa,Microspora,Microsporea (Microsporida),Anopheles maculipennis,Diptera,Culicidae,Egg,,Field,Italy,,,,,,7164,,Palearctic
149,Thelohania hessei,Protozoa,Microspora,Microsporea (Microsporida),Tanytarsus sp.,Diptera,Chironomidae,,Gut,,France,,,,,,7164,,
150,Thelohania janus,Protozoa,Microspora,Microsporea (Microsporida),Limnephilus rhombicus,Trichoptera,Limnephilidae,,Fat body,,France,,,,,,7164,,
151,Thelohania minispora,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,Fat body,,UK,,,,,,7164,,
152,Vairimorpha plodiae,Protozoa,Microspora,Microsporea (Microsporida),Plodia interpunctella ,Lepidoptera,Pyralidae,EggLarvaPupaAdult,fat body; muscle (rarely),Field,USA,,,,,,7164,,Nearctic
153,Vairimorpha plodiae,Protozoa,Microspora,Microsporea (Microsporida),Amyelois transitella,Lepidoptera,Pyralidae,,fat body; muscle (rarely),Lab,USA,,,,,,7164,,
154,Thelohania pinguis,Protozoa,Microspora,Microsporea (Microsporida),Tanypus varius,Diptera,Chironomidae,,fat body,,Czechoslovakia,,,,,,7164,,
155,Thelohania plectrocnemiae,Protozoa,Microspora,Microsporea (Microsporida),Plectrocnemia geniculata,Trichoptera,Polycentropodidae,,,,Czechoslovakia,,,,,,7164,,
156,Cystosporogenes pristiphorae ,Protozoa,Microspora,Microsporea (Microsporida),Pristiphora erichsonii,Hymenoptera,Tenthredinidae,EggLarvaPupaAdult,Hypodermis,Field,"Canada, USA",,,,,,7164,,Nearctic
157,Cystosporogenes pristiphorae ,Protozoa,Microspora,Microsporea (Microsporida),Malacosoma disstria,Lepidoptera,Lasiocampidae,,,Lab,Canada,,,,,,7164,,
158,Cystosporogenes pristiphorae ,Protozoa,Microspora,Microsporea (Microsporida),Malacosoma americanum,Lepidoptera,Lasiocampidae,,,Lab,Canada,,,,,,7164,,
159,Thelohania rhithrogenae,Protozoa,Microspora,Microsporea (Microsporida),Rhithrogena hybrida,Ephemeroptera,Heptageniidae,,fat body,,Austria,,,,,,7164,,
160,Thelohania simulii,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,fat body,,UK,,,,,,7164,,
161,Thelohania similis,Protozoa,Microspora,Microsporea (Microsporida),Euproctis chrysorrhoea,Lepidoptera,Lymantriidae,,fat body,,Czechoslovakia,,,,,,7164,,
162,Thelohania similis,Protozoa,Microspora,Microsporea (Microsporida),Lymantria dispar,Lepidoptera,Lymantriidae,,fat body,Field,"Czechoslovakia, Japan",,,,,,7164,,Palearctic
163,Thelohania tipulae,Protozoa,Microspora,Microsporea (Microsporida),Tipula lateralis,Diptera,Tipulidae,,fat body,,Germany,,,,,,7164,,
164,Thelohania vanessae,Protozoa,Microspora,Microsporea (Microsporida),Vanessa urticae,Lepidoptera,Nymphalidae,,Fat body; midgut; blood; gonads,,Yugoslavia; USSR,,,,,,7164,,
165,Thelohania varians,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,Body cavity; Malpighian tubules,,France; Belgium; Czechoslovakia,,,,,,7164,,
166,Thelohania varians,Protozoa,Microspora,Microsporea (Microsporida),Simulium reptans,Diptera,Simuliidae,,fat body; oenocytes; phagocytes,,,,,,,,7164,,
167,Thelohania weiseri,Protozoa,Microspora,Microsporea (Microsporida),Tortrix viridana,Lepidoptera,Tortricidae,LarvaPupaAdult,Fat body,Field,"Germany, Poland",,,,,,7164,,Palearctic
168,Thelohania wurmi,Protozoa,Microspora,Microsporea (Microsporida),Baetis pumilis,Ephemeroptera,Baetidae,,Muscle; gut ,,Czechoslovakia,,,,,,7164,,
169,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Solenopsis invicta,Hymenoptera,Formicidae,,fat body,,Brazil,,,,,,7164,,
170,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Crambus trisectus,Lepidoptera,Crambidae,,Fat body; silk glands; midgut; Malpighian tubules; meconia,,USA,,,,,,7164,,
171,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Tehama bonifatella,Lepidoptera,Pyralidae,,,,USA,,,,,,7164,,
172,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Pieris rapae,Lepidoptera,Pieridae,Larva,general infection,Field,"USA, Japan",,,,,,7164,,NearcticPalearctic
173,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes albopictus,Diptera,Culicidae,,fat body,,Malaysia,,,,,,7164,,
174,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Hyalophora cecropia,Lepidoptera,Saturniidae,,fat body,,USA,,,,,,7164,,
175,Thelohania sp.,Protozoa,Microspora,Microsporea (Microsporida),Choristoneura fumiferana,Lepidoptera,Tortricidae,,Fat body,Field,Canada,,,,,,7164,,Nearctic
176,Amblyospora californica,Protozoa,Microspora,Microsporea (Microsporida),Culex tarsalis,Diptera,Culicidae,LarvaAdult,"Adipose tissue of larvae; oenocytes, ovaries of adult females",Field,USA,,,,,,7164,,Nearctic
177,Amblyospora benigna,Protozoa,Microspora,Microsporea (Microsporida),Culex territans,Diptera,Culicidae,Larva,Hemocoel; adipose tissue; fat body,Field,USA,,,,,,7164,,Nearctic
178,Amblyospora bicortex,Protozoa,Microspora,Microsporea (Microsporida),Phryganea grandis ,Trichoptera,Phryganeidae,,General infection,,France,,,,,,7164,,
179,Amblyospora bicortex,Protozoa,Microspora,Microsporea (Microsporida),Trichostegia minor,Trichoptera,Phryganeidae,,General infection,,France,,,,,,7164,,
180,Amblyospora bolinasae,Protozoa,Microspora,Microsporea (Microsporida),Aedes squamiger,Diptera,Culicidae,Larva,Hemocoel; fat body,Field,USA,,,,,,7164,,Nearctic
181,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium aureum,Diptera,Simuliidae,Larva,fat body,Field,"USA, Canada",,,,,,7164,,Nearctic
182,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium maculatum,Diptera,Simuliidae,,,,Belgium,,,,,,7164,,
183,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium vittatum,Diptera,Simuliidae,Larva,,Field,Canada,,,,,,7164,,Nearctic
184,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium monticola,Diptera,Simuliidae,,,,France,,,,,,7164,,
185,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium ornatum,Diptera,Simuliidae,,,,France,,,,,,7164,,
186,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium variegatum,Diptera,Simuliidae,,,,France,,,,,,7164,,
187,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium venustum,Diptera,Simuliidae,,,,,,,,,,7164,,
188,Amblyospora bracteata,Protozoa,Microspora,Microsporea (Microsporida),Simulium hirtipes,Diptera,Simuliidae,,fat body,,USA,,,,,,7164,,
189,Amblyospora callosa,Protozoa,Microspora,Microsporea (Microsporida),Rhyacophila fuscula,Trichoptera,Rhyacophilidae,,fat body,Information not available,USA,,,,,,7164,,
190,Amblyospora campbelli,Protozoa,Microspora,Microsporea (Microsporida),Culiseta incidens,Diptera,Culicidae,Larva,Hemocoel; fat body,Field,USA,,,,,,7164,,Nearctic
191,Amblyospora canadensis,Protozoa,Microspora,Microsporea (Microsporida),Aedes canadensis,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
192,Amblyospora gigantea,Protozoa,Microspora,Microsporea (Microsporida),Culex erythrothorax,Diptera,Culicidae,Larva,Hemocoel; Oenocytes (male larvae); fat body,Field,USA,,,,,,7164,,Nearctic
193,Amblyospora inimica,Protozoa,Microspora,Microsporea (Microsporida),Culiseta inornata,Diptera,Culicidae,Larva,"Hemocoel, fat body",Field,USA,,,,,,7164,,Nearctic
194,Amblyospora keenani,Protozoa,Microspora,Microsporea (Microsporida),Aedeomyia squamipennis,Diptera,Culicidae,,Adipose tissue,,Panama,,,,,,7164,,
195,Amblyospora khaliulini,Protozoa,Microspora,Microsporea (Microsporida),Aedes communis  ,Diptera,Culicidae,Larva,Hemolymph; adipose tissue,Field,Canada; Czechoslovakia; Germany; USA; USSR,,,,,,7164,,NearcticPalearctic
196,Amblyospora lairdi,Protozoa,Microspora,Microsporea (Microsporida),Polycentropus flavomaculatus,Trichoptera,Polycentropodidae,Larva,fat body,Field,Czechoslovakia,,,,,,7164,,Palearctic
197,Amblyospora minuta,Protozoa,Microspora,Microsporea (Microsporida),Culex erraticus,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
198,Amblyospora opacita,Protozoa,Microspora,Microsporea (Microsporida),Culex territans,Diptera,Culicidae,LarvaAdult,fat body; Adipose tissue of larvae; Oenocytes and ovaries of adult females,Field,USA,,,,,,7164,,Nearctic
200,Amblyospora opacita,Protozoa,Microspora,Microsporea (Microsporida),Aedes nemorosus,Diptera,Culicidae,,,,Czechoslovakia,,,,,,7164,,
201,Amblyospora opacita,Protozoa,Microspora,Microsporea (Microsporida),Aedes vexans,Diptera,Culicidae,Larva,,Field,"Czechoslovakia, Byelorussia, Ukraine",,,,,,7164,,Palearctic
202,Amblyospora opacita,Protozoa,Microspora,Microsporea (Microsporida),Aedes annulipes,Diptera,Culicidae,Larva,fat body,Field,"Czechoslovakia, USA, Ukraine",,,,,,7164,,NearcticPalearctic
203,Systenostrema trichostegiae,Protozoa,Microspora,Microsporea (Microsporida),Trichostegia minor,Trichoptera,Phryganeidae,Larva,fat body; silk glands and digestive tract,Field,France,,,,,,7164,,Palearctic
204,Amblyospora unica,Protozoa,Microspora,Microsporea (Microsporida),Aedes melanimon,Diptera,Culicidae,Larva,"Adipose tissue, oenocytes",Field,USA,,,,,,7164,,Nearctic
205,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes thibaulti,Diptera,Culicidae,Larva,fat body,Field,USA,,,,,,7164,,Nearctic
206,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Culex pipiens pipiens,Diptera,Culicidae,Larva,Fat body,Field,USA,,,,,,7164,,Nearctic
214,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes fitchii,Diptera,Culicidae,Larva, fat body,Field,USA,,,,,,7164,,Nearctic
215,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes grossbecki,Diptera,Culicidae,Larva,Oenocytes; Adipose tissue,Field,USA,,,,,,7164,,Nearctic
216,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes hexodontus,Diptera,Culicidae,Larva,fat body,Field,USA,,,,,,7164,,Nearctic
217,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes increpitus,Diptera,Culicidae,Larva,Oenocytes; Adipose tissue,Field,USA,,,,,,7164,,Nearctic
218,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes pullatus,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
220,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes riparius,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
221,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes sollicitans,Diptera,Culicidae,LarvaAdult,fat body; Oenocytes; Ovaries,Field,USA,,,,,,7164,,Nearctic
224,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Aedes ventrovittis,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
226,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Culex peccator,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
230,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Culiseta impatiens,Diptera,Culicidae,Larva,Adipose tissue,Field,USA,,,,,,7164,,Nearctic
231,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Culiseta particeps,Diptera,Culicidae,Larva,fat body,Field,USA,,,,,,7164,,Nearctic
232,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Mansonia dyari,Diptera,Culicidae,Larva,fat body,Field,Panama,,,,,,7164,,Neotropical
233,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Mansonia leberi,Diptera,Culicidae,Larva,fat body,Field,Panama,,,,,,7164,,Neotropical
234,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Coquillettidia perturbens,Diptera,Culicidae,Adult,"Oenocytes, ovaries",Field,USA,,,,,,7164,,Nearctic
235,Amblyospora sp.,Protozoa,Microspora,Microsporea (Microsporida),Psorophora confinnis,Diptera,Culicidae,LarvaAdult,fat body; Adipose tissue of larvae; Oenocytes and ovaries of adult females,Field,USA,,,,,,7164,,Nearctic
236,Chapmanium cirritus,Protozoa,Microspora,Microsporea (Microsporida),Corethrella brakeleyi,Diptera,Corethrellidae,Larva,Adipose tissue of larva,Field,USA,,,,,,7164,,Nearctic
